     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   17.50    0.02      3.8350   3691.9659    2048    117.04  112669.9
1  8388608   17.69    0.15      3.7938    441.5057    5753    325.23   37848.7
