     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   22.18    0.33      3.0260    206.4120    5136    231.59   15797.2
1  8388608   21.91    0.01      3.0622   5592.4053    2048     93.45  170666.7
