     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    6.98    0.04      9.6175   1674.9579    2051    293.93   51190.5
1  8388608    7.54    0.04      8.9054   1525.2015    2049    271.90   46568.2
