     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l   106496    2.77    0.00      0.3074    612.9266      27      9.74   19424.5
1  8388608    0.69    0.02     96.8734   4194.3040    2051   2960.67  128187.5
