     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.34    0.59      9.1447    114.7156    5795    789.66    9905.9
1  8388608    7.30    0.01      9.1956   5592.4053    2048    280.63  170666.7
