     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.28    0.03      9.2150   2030.7097    2048    281.22   61972.3
1  8388608    7.34    0.14      9.1445    493.4475    4465    608.42   32830.9
