     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.09    0.02      9.4637   3024.6930    2051    289.23   92441.5
1  8388608    7.18    0.04      9.3520   1864.1351    2049    285.54   56916.7
