     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    8.55    0.25      7.8464    266.6606    5789    676.85   23002.9
1  8388608    8.31    0.01      8.0743   5592.4053    2048    246.41  170666.7
