     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    6.91    0.02      9.7130   3115.1123    2051    296.85   95204.9
1  8351744    7.03    0.04      9.5071   1670.3488    2040    290.28   51000.0
