     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    9.47    0.25      7.0843    263.3011    3760    396.92   14752.3
1  8388608    9.42    0.02      7.1205   2796.2027    2048    217.30   85333.3
