     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  6852608    7.01    0.06      7.8214    968.6007    1674    238.83   29577.0
1  8388608    6.91    0.02      9.7124   4194.3040    2051    296.83  128187.5
