     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   17.52    0.32      3.8309    209.8562    3802    217.04   11889.2
1  8388608   17.29    0.02      3.8808   2796.2027    2048    118.43   85333.3
