     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l   598016    8.90    0.00      0.5374   1196.0320     147     16.51   36750.0
1  8388608    6.90    0.02      9.7225   4194.3040    2051    297.14  128187.5
