     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.21    0.05      9.3070   1398.1013    2049    284.17   42687.5
1  8388608    7.13    0.02      9.4056   4194.3040    2051    287.46  128187.5
