     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.08    0.06      9.4826   1198.3726    2049    289.53   36589.3
1  8388608    6.94    0.02      9.6755   4194.3040    2051    295.70  128187.5
