     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   14.12    0.23      4.7538    289.2623    5508    390.17   23741.4
1  8388608   13.43    0.01      4.9986   8388.6080    2048    152.54  256000.0
