     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  7622656    8.97    0.05      6.7999   1172.7163    1862    207.63   35807.7
1  8388608    6.90    0.02      9.7269   4194.3040    2051    297.28  128187.5
