     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    6.89    0.02      9.7386   3355.4432    2051    297.63  102550.0
1  8388608    7.01    0.05      9.5712   1398.1013    2049    292.23   42687.5
