     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   12.89    0.22      5.2058    310.6892    5580    432.86   25833.3
1  8388608   12.02    0.01      5.5812   5592.4053    2048    170.33  170666.7
