     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.55    0.02      8.8869   3355.4432    2051    271.60  102550.0
1  8388608    7.67    0.08      8.7543    798.9150    2049    267.29   24392.9
