     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   12.10    0.00      5.5469  16777.2160    2048    169.28  512000.0
1  8388608   13.01    0.18      5.1600    372.8270    4100    315.25   22777.8
