     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.11    0.01      9.4335   8388.6080    2048    287.89  256000.0
1  8388608    7.34    0.21      9.1428    322.6388    4055    552.45   19495.2
