     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  5074944    8.95    0.03      4.5357   1449.9840    1240    138.53   44285.7
1  8388608    6.95    0.02      9.6557   4194.3040    2051    295.10  128187.5
