     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.01    0.06      9.5718   1118.4811    2049    292.25   34150.0
1  8388608    6.90    0.02      9.7224   4194.3040    2051    297.14  128187.5
