     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   16.41    0.00      4.0905  16777.2160    2048    124.83  512000.0
1  8388608   17.44    0.16      3.8484    409.2004    3950    226.52   24085.4
