     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   13.85    0.02      4.8446   4194.3040    2051    148.06  128187.5
1  8388608   13.99    0.07      4.7961    932.0676    2049    146.44   28458.3
