     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l   536576    8.95    0.00      0.4797   1073.1520     132     14.75   33000.0
1  8388608    6.95    0.01      9.6576   5592.4053    2051    295.16  170916.7
