     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   11.16    0.02      6.0138   4194.3040    2051    183.80  128187.5
1  5066752   11.28    0.03      3.5949   1266.6880    1238    109.80   38687.5
