     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   14.26    0.35      4.7068    190.6502    5488    384.91   15590.9
1  8388608   13.61    0.01      4.9308   8388.6080    2048    150.48  256000.0
