     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8134656    7.31    0.06      8.9001   1084.6208    1987    271.75   33116.7
1  8388608    6.90    0.02      9.7223   4194.3040    2051    297.14  128187.5
