     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   14.40    0.28      4.6599    236.2988    5503    382.12   19376.8
1  8388608   13.23    0.01      5.0711   5592.4053    2048    154.76  170666.7
