     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   13.84    0.02      4.8479   3355.4432    2051    148.16  102550.0
1  8388608   13.92    0.04      4.8226   1864.1351    2049    147.25   56916.7
