     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   16.54    0.30      4.0577    223.6962    5485    331.65   18283.3
1  8388608   15.73    0.01      4.2664   8388.6080    2048    130.20  256000.0
