     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.35    0.23      9.1283    294.3371    5795    788.25   25416.7
1  8388608    7.31    0.02      9.1796   4194.3040    2048    280.14  128000.0
