     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608   13.95    0.01      4.8117   8388.6080    2048    146.84  256000.0
1  8388608   14.26    0.18      4.7067    372.8270    3957    277.53   21983.3
