     Bytes  Real s   CPU s Real-MBit/s  CPU-MBit/s   Calls  Real-C/s   CPU-C/s
l  8388608    7.49    0.02      8.9578   4194.3040    2051    273.77  128187.5
1  8388608    7.61    0.06      8.8189   1198.3726    2049    269.26   36589.3
